id,neighbourhood,latitude,longitude,room_type,price,year
11939910,East Harlem,40.78825,-73.9487,Private room,60,2021
11940117,Harlem,40.80361,-73.95425,Entire home/apt,148,2021
11943700,Hell's Kitchen,40.75519,-73.99331,Entire home/apt,140,2021
11943846,Lower East Side,40.72103,-73.98258,Entire home/apt,250,2021
11944668,Astoria,40.76074,-73.9221,Private room,92,2021
11944718,East Harlem,40.79672,-73.94938,Private room,69,2021
11947067,Harlem,40.80699,-73.95451,Private room,43,2021
11948586,Flatbush,40.63815,-73.95702,Private room,85,2021
11950107,Crown Heights,40.6744,-73.94972,Private room,55,2021
11959165,East Harlem,40.78878,-73.94606,Entire home/apt,125,2021
11961053,Columbia St,40.68,-74.01205,Private room,98,2021
11966139,Chelsea,40.73981,-74.00194,Entire home/apt,109,2021
11967410,Little Italy,40.71899,-73.99773,Entire home/apt,105,2021
11967737,Harlem,40.83315,-73.94806,Private room,40,2021
11968680,Upper East Side,40.78364,-73.95709,Entire home/apt,99,2021
11968958,Ditmars Steinway,40.77867,-73.91413,Entire home/apt,78,2021
11971174,Bushwick,40.69669,-73.92785,Private room,45,2021
11971580,Harlem,40.82728,-73.94557,Entire home/apt,85,2021
11973701,Sunnyside,40.74405,-73.91594,Entire home/apt,146,2021
11980791,Hell's Kitchen,40.76262,-73.98598,Entire home/apt,160,2021
11981145,Upper East Side,40.77188,-73.94975,Entire home/apt,116,2021
11981509,Washington Heights,40.84157,-73.9401,Entire home/apt,120,2021
11982174,Upper East Side,40.76272,-73.96269,Private room,69,2021
11983644,Inwood,40.86027,-73.92732,Private room,43,2021
11984115,Bedford-Stuyvesant,40.68347,-73.95045,Entire home/apt,75,2021
11988251,Elmhurst,40.74518,-73.87616,Private room,40,2021
11989954,Bay Ridge,40.62374,-74.02876,Entire home/apt,90,2021
11990841,Williamsburg,40.70409,-73.94042,Private room,50,2021
11993790,Crown Heights,40.66923,-73.94038,Private room,41,2021
12000617,Crown Heights,40.66955,-73.95166,Private room,49,2021
12001322,Midtown,40.76628,-73.9814,Entire home/apt,309,2021
12001638,Hell's Kitchen,40.76699,-73.98308,Entire home/apt,309,2021
12001854,Midtown,40.76497,-73.98212,Entire home/apt,309,2021
12003146,Upper West Side,40.80229,-73.96719,Entire home/apt,80,2021
12004174,Gramercy,40.73781,-73.98459,Entire home/apt,240,2021
12004175,Crown Heights,40.67356,-73.96159,Private room,40,2021
12004547,Upper West Side,40.7858,-73.97286,Entire home/apt,200,2021
12004744,Civic Center,40.71301,-73.99996,Entire home/apt,165,2021
12005318,Kips Bay,40.74385,-73.97761,Private room,76,2021
12006770,Gramercy,40.73293,-73.98574,Private room,110,2021
12007258,Bedford-Stuyvesant,40.68801,-73.95818,Entire home/apt,207,2021
12007456,East Harlem,40.79804,-73.9381,Private room,46,2021
12009651,Harlem,40.82394,-73.94265,Entire home/apt,99,2021
12015378,Sunset Park,40.64158,-74.01115,Entire home/apt,101,2021
12019589,Carroll Gardens,40.67763,-74.001,Entire home/apt,186,2021
12019843,East Village,40.72586,-73.97989,Private room,70,2021
12022739,Little Italy,40.71899,-73.99773,Entire home/apt,190,2021
12022833,Chelsea,40.74479,-73.99611,Entire home/apt,350,2021
12024220,Hell's Kitchen,40.76411,-73.99371,Entire home/apt,150,2021
12025968,East Harlem,40.79679,-73.93805,Private room,42,2021
12028322,Sea Gate,40.57924,-74.00997,Entire home/apt,223,2021
12028495,Sea Gate,40.57857,-74.01012,Private room,71,2021
12028733,Sea Gate,40.57774,-74.01022,Private room,97,2021
12034085,Hell's Kitchen,40.75857,-73.98942,Private room,65,2021
12034640,Williamsburg,40.71055,-73.9535,Private room,51,2021
12037401,Upper East Side,40.78119,-73.95302,Entire home/apt,95,2021
12039579,Kew Gardens,40.70836,-73.83026,Private room,72,2021
12039894,Kew Gardens,40.70836,-73.83026,Entire home/apt,249,2021
12042253,Prospect Heights,40.68196,-73.97088,Private room,85,2021
12043691,Harlem,40.8292,-73.94642,Entire home/apt,85,2021
12050280,Chelsea,40.74024,-73.99431,Private room,150,2021
12050932,Prospect-Lefferts Gardens,40.6638,-73.95023,Entire home/apt,90,2021
12051116,Upper West Side,40.79914,-73.96288,Entire home/apt,160,2021
12052143,Upper West Side,40.77764,-73.97771,Entire home/apt,325,2021
12052609,Washington Heights,40.84855,-73.93129,Entire home/apt,140,2021
12053427,Middle Village,40.72113,-73.88649,Entire home/apt,89,2021
12054286,Upper West Side,40.78807,-73.97406,Private room,75,2021
12054516,Crown Heights,40.67316,-73.93942,Entire home/apt,120,2021
12055540,Prospect-Lefferts Gardens,40.66096,-73.95968,Entire home/apt,50,2021
12067652,Chelsea,40.74712,-73.99505,Entire home/apt,175,2021
12068200,Tribeca,40.71735,-74.00478,Entire home/apt,192,2021
12070985,Washington Heights,40.85496,-73.93406,Entire home/apt,84,2021
12071038,East Harlem,40.78719,-73.94811,Entire home/apt,128,2021
12071454,Bushwick,40.68267,-73.90429,Private room,50,2021
12072069,Columbia St,40.68659,-74.00034,Entire home/apt,128,2021
12078540,Lower East Side,40.7198,-73.98982,Private room,80,2021
12079993,Upper West Side,40.79847,-73.96013,Entire home/apt,380,2021
12081254,Crown Heights,40.67168,-73.95447,Private room,100,2021
12082737,Bedford-Stuyvesant,40.69357,-73.95111,Private room,53,2021
12083016,East Village,40.72717,-73.98472,Entire home/apt,200,2021
12084009,Upper East Side,40.77924,-73.94924,Entire home/apt,140,2021
12084100,Midtown,40.76542,-73.98333,Entire home/apt,256,2021
12084205,East Village,40.72966,-73.98476,Private room,56,2021
12085680,Midtown,40.76633,-73.9816,Entire home/apt,309,2021
12086351,Prospect Heights,40.67868,-73.96778,Private room,45,2021
12087785,Clinton Hill,40.69094,-73.96688,Entire home/apt,225,2021
12088765,Bedford-Stuyvesant,40.69068,-73.95746,Private room,43,2021
12089013,Midtown,40.76525,-73.98139,Entire home/apt,309,2021
12089661,Chelsea,40.7435,-73.99426,Private room,175,2021
12090887,Morningside Heights,40.81508,-73.95985,Private room,65,2021
12091679,Upper West Side,40.78392,-73.97362,Entire home/apt,125,2021
12092786,Sheepshead Bay,40.60489,-73.95423,Entire home/apt,81,2021
12095161,Chinatown,40.7137,-73.99638,Private room,90,2021
12099852,Astoria,40.77016,-73.92389,Entire home/apt,165,2021
12106946,Harlem,40.82086,-73.9549,Private room,70,2021
12107055,Williamsburg,40.71564,-73.9556,Private room,65,2021
12110383,Flatbush,40.6432,-73.96776,Entire home/apt,112,2021
12110663,Harlem,40.80602,-73.95367,Private room,78,2021
12112190,Hell's Kitchen,40.76411,-73.99371,Entire home/apt,105,2021
12113045,Williamsburg,40.71334,-73.96056,Private room,78,2021
12113494,Upper East Side,40.76722,-73.96876,Entire home/apt,89,2021
12114040,Midtown,40.74898,-73.98252,Entire home/apt,85,2021
12114228,Upper East Side,40.77095,-73.95884,Entire home/apt,75,2021
12114628,Upper West Side,40.78686,-73.97202,Entire home/apt,300,2021
12114756,Upper West Side,40.78113,-73.98515,Entire home/apt,125,2021
12122102,Inwood,40.86409,-73.92178,Private room,175,2021
12129245,Astoria,40.76731,-73.91662,Private room,59,2021
12130236,Belle Harbor,40.57778,-73.84861,Private room,225,2021
12130620,Harlem,40.82727,-73.94142,Private room,63,2021
12132427,East Village,40.7322,-73.98497,Entire home/apt,188,2021
12133132,Lower East Side,40.71251,-73.9889,Private room,60,2021
12135851,Crown Heights,40.67586,-73.9451,Entire home/apt,175,2021
12145189,Hell's Kitchen,40.7675,-73.9879,Entire home/apt,100,2021
12145578,Flatbush,40.65382,-73.9601,Private room,89,2021
12145875,Ridgewood,40.70017,-73.90486,Private room,40,2021
12145887,Harlem,40.8221,-73.95514,Private room,55,2021
12147723,Financial District,40.704,-74.00781,Entire home/apt,175,2021
12148215,Harlem,40.80245,-73.95591,Private room,45,2021
12151638,Clinton Hill,40.68169,-73.96399,Entire home/apt,144,2021
12153428,Crown Heights,40.67449,-73.92699,Private room,50,2021
12153709,East Harlem,40.80237,-73.9437,Private room,250,2021
12154621,Crown Heights,40.67506,-73.95432,Private room,45,2021
12155351,East Village,40.72647,-73.97969,Private room,80,2021
12156078,East Village,40.72577,-73.98833,Entire home/apt,159,2021
12166912,East Village,40.72832,-73.9869,Private room,125,2021
12167819,Astoria,40.7667,-73.9271,Shared room,500,2021
12169389,Williamsburg,40.71387,-73.94372,Private room,85,2021
12169531,Clinton Hill,40.69453,-73.96448,Entire home/apt,145,2021
12170307,Williamsburg,40.71534,-73.95672,Entire home/apt,125,2021
12170991,Upper West Side,40.80037,-73.95878,Private room,67,2021
12171671,Chelsea,40.74865,-73.99565,Private room,86,2021
12172457,Kips Bay,40.74403,-73.98118,Entire home/apt,150,2021
12174966,Upper East Side,40.76868,-73.95357,Private room,95,2021
12175508,Gramercy,40.73195,-73.98376,Private room,100,2021
12181485,Clinton Hill,40.68294,-73.96352,Entire home/apt,115,2021
12181549,Two Bridges,40.71202,-73.99497,Entire home/apt,186,2021
12184165,Upper West Side,40.78203,-73.9809,Private room,84,2021
12184956,Williamsburg,40.719,-73.94709,Private room,75,2021
12187800,Brooklyn Heights,40.69573,-73.99249,Private room,115,2021
12190495,Bedford-Stuyvesant,40.68788,-73.95373,Entire home/apt,75,2021
12190880,Upper West Side,40.79512,-73.96325,Private room,95,2021
12191010,Arverne,40.58893,-73.80064,Entire home/apt,393,2021
12191116,Upper West Side,40.80049,-73.95898,Private room,62,2021
12196647,Bedford-Stuyvesant,40.69633,-73.94733,Private room,45,2021
12202225,Bedford-Stuyvesant,40.69188,-73.94742,Private room,57,2021
12202511,Chinatown,40.71546,-73.99381,Entire home/apt,120,2021
12204161,Brooklyn Heights,40.69621,-73.99315,Entire home/apt,418,2021
12205049,Laurelton,40.67324,-73.73672,Entire home/apt,321,2021
12205604,Arverne,40.58866,-73.79367,Entire home/apt,175,2021
12206029,Bedford-Stuyvesant,40.6817,-73.92598,Private room,49,2021
12206323,East Harlem,40.78848,-73.94726,Entire home/apt,96,2021
12210323,East Flatbush,40.64247,-73.94873,Entire home/apt,250,2021
12210730,Bedford-Stuyvesant,40.68803,-73.94158,Private room,67,2021
12211018,Bedford-Stuyvesant,40.68798,-73.94323,Private room,85,2021
12220661,Washington Heights,40.85309,-73.93074,Entire home/apt,75,2021
12221970,Arverne,40.59349,-73.78829,Entire home/apt,900,2021
12222304,Upper East Side,40.76676,-73.95753,Entire home/apt,200,2021
12223531,Williamsburg,40.70559,-73.95553,Private room,80,2021
12223866,Bedford-Stuyvesant,40.68953,-73.95903,Entire home/apt,260,2021
12224443,Bedford-Stuyvesant,40.68505,-73.91965,Entire home/apt,99,2021
12224852,Brooklyn Heights,40.69153,-73.99264,Entire home/apt,150,2021
12226927,Kensington,40.64444,-73.97846,Entire home/apt,105,2021
12228023,Upper East Side,40.77638,-73.95742,Private room,68,2021
12228640,Bedford-Stuyvesant,40.68527,-73.95085,Entire home/apt,110,2021
12228859,Upper East Side,40.77615,-73.95112,Entire home/apt,140,2021
12230921,Williamsburg,40.71768,-73.95578,Entire home/apt,175,2021
12231304,Bushwick,40.70295,-73.91731,Private room,21,2021
12231331,Williamsburg,40.70575,-73.94003,Private room,55,2021
12231443,Bushwick,40.70255,-73.91765,Private room,85,2021
12233692,Crown Heights,40.66987,-73.9513,Private room,60,2021
12234139,Upper West Side,40.76975,-73.9869,Entire home/apt,100,2021
12245694,Inwood,40.86747,-73.91875,Entire home/apt,73,2021
12246395,Upper West Side,40.79805,-73.96678,Entire home/apt,300,2021
12247741,Upper East Side,40.7747,-73.95714,Private room,68,2021
12249359,Hell's Kitchen,40.76532,-73.98997,Entire home/apt,105,2021
12249461,Sunset Park,40.63877,-74.01993,Private room,35,2021
12252513,Williamsburg,40.70843,-73.96805,Entire home/apt,120,2021
12252583,Clinton Hill,40.68614,-73.96671,Private room,50,2021
12252993,Crown Heights,40.67319,-73.91315,Entire home/apt,87,2021
12253338,Washington Heights,40.83546,-73.9481,Private room,78,2021
12253809,Washington Heights,40.85137,-73.94047,Private room,52,2021
12265378,Lower East Side,40.72056,-73.98628,Private room,176,2021
12267015,Upper West Side,40.78383,-73.97351,Entire home/apt,100,2021
12267522,East Village,40.72689,-73.98809,Entire home/apt,750,2021
12267599,Harlem,40.82153,-73.94525,Entire home/apt,128,2021
12268056,Bushwick,40.69742,-73.92725,Private room,62,2021
12272376,Arverne,40.59367,-73.7887,Entire home/apt,214,2021
12272850,Kips Bay,40.74001,-73.97811,Entire home/apt,159,2021
12273048,Theater District,40.76239,-73.98164,Entire home/apt,150,2021
12281070,Upper East Side,40.77441,-73.95815,Entire home/apt,160,2021
12282916,Long Island City,40.75848,-73.93194,Entire home/apt,168,2021
12284280,Sunset Park,40.6492,-74.00285,Entire home/apt,145,2021
12286373,Astoria,40.75607,-73.92199,Private room,80,2021
12286939,Williamsburg,40.70763,-73.95331,Private room,35,2021
12287938,Bedford-Stuyvesant,40.69613,-73.94481,Private room,50,2021
12290567,Prospect-Lefferts Gardens,40.66158,-73.95999,Entire home/apt,40,2021
12291318,East Harlem,40.80194,-73.94367,Private room,85,2021
12293900,Maspeth,40.72292,-73.90771,Entire home/apt,95,2021
12294008,Gowanus,40.68393,-73.98542,Entire home/apt,300,2021
12300734,Upper West Side,40.77814,-73.98066,Private room,99,2021
12301489,Gramercy,40.73467,-73.98589,Entire home/apt,198,2021
12302170,Hell's Kitchen,40.7621,-73.9928,Entire home/apt,235,2021
12303877,Hell's Kitchen,40.76341,-73.99098,Private room,80,2021
12308695,Bushwick,40.69018,-73.90309,Private room,45,2021
12317903,Midtown,40.75307,-73.96691,Entire home/apt,81,2021
12318604,Upper East Side,40.77381,-73.94574,Private room,42,2021
12321626,East Village,40.72322,-73.98411,Entire home/apt,194,2021
12324428,Williamsburg,40.7155,-73.93632,Private room,28,2021
12324757,Williamsburg,40.7122,-73.94212,Entire home/apt,215,2021
12325036,Bedford-Stuyvesant,40.69371,-73.94622,Private room,150,2021
12325045,Midtown,40.76043,-73.96892,Entire home/apt,90,2021
12325291,Washington Heights,40.83479,-73.94392,Entire home/apt,195,2021
12328112,Greenpoint,40.73225,-73.95454,Entire home/apt,450,2021
12333456,Williamsburg,40.71912,-73.94217,Entire home/apt,199,2021
12333601,Carroll Gardens,40.6843,-73.99977,Entire home/apt,55,2021
12336668,Williamsburg,40.70973,-73.95292,Private room,90,2021
12338559,Williamsburg,40.7188,-73.9581,Private room,73,2021
12339863,Tribeca,40.72248,-74.0096,Entire home/apt,1000,2021
12342004,Washington Heights,40.8354,-73.94556,Entire home/apt,105,2021
12342269,East Harlem,40.79016,-73.94778,Private room,70,2021
12342876,Astoria,40.76257,-73.91531,Entire home/apt,120,2021
12343098,West Village,40.73144,-74.0094,Entire home/apt,1350,2021
12343793,Williamsburg,40.71757,-73.95863,Private room,75,2021
12344255,Sheepshead Bay,40.60759,-73.95445,Entire home/apt,45,2021
12344391,Bedford-Stuyvesant,40.68639,-73.91846,Private room,50,2021
12344456,Park Slope,40.67548,-73.9815,Entire home/apt,132,2021
12344949,Harlem,40.81015,-73.94574,Entire home/apt,350,2021
12345178,Flushing,40.75026,-73.82912,Private room,46,2021
12345615,Parkchester,40.83836,-73.85775,Private room,77,2021
12345786,East Village,40.72895,-73.98736,Private room,80,2021
12346131,Pelham Gardens,40.86168,-73.84776,Entire home/apt,250,2021
12353119,Washington Heights,40.83565,-73.94352,Entire home/apt,195,2021
12355067,Chelsea,40.74553,-73.99784,Private room,200,2021
12358117,Flatbush,40.63137,-73.96621,Entire home/apt,270,2021
12358120,Chelsea,40.74184,-73.99883,Entire home/apt,189,2021
12358495,Midtown,40.75913,-73.96217,Entire home/apt,300,2021
12359146,Bedford-Stuyvesant,40.67986,-73.91107,Entire home/apt,150,2021
12360207,Williamsburg,40.71609,-73.96133,Entire home/apt,75,2021
12360254,Williamsburg,40.71671,-73.94989,Entire home/apt,200,2021
12360660,Chinatown,40.71638,-73.99326,Private room,93,2021
12362194,Upper West Side,40.78055,-73.98534,Entire home/apt,399,2021
12363920,Bushwick,40.70015,-73.9189,Private room,45,2021
12365206,Cypress Hills,40.67769,-73.89298,Private room,55,2021
12366132,East Village,40.72444,-73.98136,Private room,80,2021
12366226,Bedford-Stuyvesant,40.69615,-73.9339,Private room,133,2021
12366762,Bergen Beach,40.62397,-73.91051,Entire home/apt,235,2021
12367449,Astoria,40.7619,-73.91985,Private room,66,2021
12367673,Financial District,40.70733,-74.00529,Private room,80,2021
12368099,Far Rockaway,40.59905,-73.75436,Private room,38,2021
12370347,Crown Heights,40.66863,-73.94116,Private room,37,2021
12375976,East Village,40.72376,-73.97975,Entire home/apt,89,2021
12377267,Upper West Side,40.79992,-73.96732,Entire home/apt,200,2021
12380717,Upper East Side,40.76628,-73.9602,Entire home/apt,115,2021
12381336,Williamsburg,40.71728,-73.95849,Entire home/apt,325,2021
12383041,Bedford-Stuyvesant,40.69563,-73.94376,Private room,60,2021
12383067,Upper East Side,40.78737,-73.95482,Private room,72,2021
12384862,Hell's Kitchen,40.76411,-73.99371,Entire home/apt,100,2021
12385002,Jamaica,40.69922,-73.81457,Entire home/apt,59,2021
12386361,Gramercy,40.73382,-73.98466,Private room,65,2021
12386579,Inwood,40.87028,-73.91327,Private room,50,2021
12387018,Lower East Side,40.71797,-73.98717,Entire home/apt,120,2021
12387215,Lower East Side,40.71279,-73.98812,Private room,125,2021
12388494,Hell's Kitchen,40.768,-73.98557,Entire home/apt,197,2021
12389574,Bushwick,40.69159,-73.92402,Entire home/apt,325,2021
12389931,Flatiron District,40.73912,-73.98724,Entire home/apt,150,2021
12390529,Parkchester,40.83825,-73.85661,Private room,73,2021
12396603,Crown Heights,40.67566,-73.93878,Private room,66,2021
12400242,Ridgewood,40.70925,-73.90122,Entire home/apt,150,2021
12401233,Harlem,40.81297,-73.9433,Private room,79,2021
12403252,Harlem,40.80837,-73.95514,Entire home/apt,190,2021
12403816,Hell's Kitchen,40.7603,-73.99602,Entire home/apt,165,2021
12404734,Williamsburg,40.71226,-73.96179,Private room,80,2021
12404820,Park Slope,40.67086,-73.97847,Private room,935,2021
12404998,Astoria,40.76869,-73.91966,Entire home/apt,120,2021
12405814,Longwood,40.81361,-73.90398,Entire home/apt,91,2021
12406683,Sunset Park,40.66248,-73.99667,Entire home/apt,100,2021
12408554,Bushwick,40.70425,-73.91315,Private room,100,2021
12409217,Hell's Kitchen,40.76411,-73.99371,Entire home/apt,96,2021
12409508,Upper East Side,40.7673,-73.9594,Entire home/apt,100,2021
12410412,Flatbush,40.6497,-73.96688,Entire home/apt,290,2021
12411737,Midtown,40.76502,-73.98409,Entire home/apt,150,2021
12417189,Astoria,40.76473,-73.91265,Private room,73,2021
12420694,East Village,40.7239,-73.9814,Private room,150,2021
12422777,Cypress Hills,40.68041,-73.89418,Private room,25,2021
12423497,Midtown,40.76541,-73.98321,Entire home/apt,120,2021
12423868,Harlem,40.82616,-73.94023,Entire home/apt,150,2021
12425266,Bedford-Stuyvesant,40.68648,-73.9187,Private room,60,2021
12425296,West Village,40.73475,-74.0044,Entire home/apt,220,2021
12426775,Williamsburg,40.70982,-73.9544,Private room,58,2021
12426778,Boerum Hill,40.68834,-73.98601,Private room,150,2021
12426784,Upper East Side,40.77101,-73.95666,Private room,120,2021
12426957,Bushwick,40.69336,-73.9213,Private room,45,2021
12430126,Morningside Heights,40.80538,-73.96498,Private room,70,2021
12431649,Hell's Kitchen,40.76411,-73.99371,Entire home/apt,135,2021
12433302,Bedford-Stuyvesant,40.68922,-73.95148,Entire home/apt,180,2021
12433898,Jackson Heights,40.75086,-73.87993,Private room,51,2021
12434717,Prospect-Lefferts Gardens,40.66172,-73.94564,Private room,50,2021
12443469,Chinatown,40.71634,-73.9914,Entire home/apt,197,2021
12445714,Harlem,40.82718,-73.9439,Entire home/apt,105,2021
12446494,Hell's Kitchen,40.76304,-73.99166,Entire home/apt,155,2021
12450817,Fort Greene,40.68401,-73.97128,Entire home/apt,125,2021
12451425,Midtown,40.7501,-73.97226,Entire home/apt,175,2021
12452110,Hell's Kitchen,40.76503,-73.99596,Entire home/apt,145,2021
12454556,East Village,40.72558,-73.9819,Private room,80,2021
12462634,Upper West Side,40.77621,-73.97952,Entire home/apt,150,2021
12464635,Williamsburg,40.71579,-73.95391,Entire home/apt,285,2021
12465732,Chinatown,40.71317,-73.9957,Private room,70,2021
12467421,Upper West Side,40.77504,-73.9896,Entire home/apt,150,2021
12470877,East Village,40.72813,-73.98034,Private room,65,2021
12471447,Upper West Side,40.77856,-73.97667,Entire home/apt,200,2021
12472883,Gramercy,40.73631,-73.98525,Private room,150,2021
12473632,Kensington,40.63556,-73.96884,Entire home/apt,80,2021
12477280,Murray Hill,40.75053,-73.97991,Private room,159,2021
12485134,East Village,40.7265,-73.98936,Entire home/apt,170,2021
12485862,Williamsburg,40.71038,-73.96469,Entire home/apt,189,2021
12487909,Flushing,40.76664,-73.81944,Private room,52,2021
12492242,Upper East Side,40.7842,-73.95105,Entire home/apt,130,2021
12492941,Bedford-Stuyvesant,40.68373,-73.93677,Private room,60,2021
12493228,Hell's Kitchen,40.76257,-73.98989,Private room,100,2021
12494415,Morningside Heights,40.80392,-73.96489,Entire home/apt,120,2021
12494870,Greenpoint,40.72596,-73.95602,Private room,40,2021
12496037,Upper West Side,40.78374,-73.97218,Entire home/apt,650,2021
12496118,Allerton,40.86768,-73.8605,Entire home/apt,152,2021
12497438,Chinatown,40.71593,-73.99803,Entire home/apt,180,2021
12497757,Williamsburg,40.71213,-73.9465,Private room,190,2021
12497783,Morningside Heights,40.80317,-73.96408,Private room,40,2021
12502633,Gowanus,40.66714,-73.99411,Private room,125,2021
12504542,Park Slope,40.67697,-73.9731,Private room,75,2021
12509350,Greenpoint,40.72191,-73.94405,Private room,60,2021
12511986,Harlem,40.8162,-73.94616,Private room,100,2021
12513269,South Slope,40.66673,-73.98824,Private room,95,2021
12519645,Upper East Side,40.78673,-73.95347,Private room,45,2021
12519774,Sunset Park,40.65963,-73.99307,Entire home/apt,200,2021
12520066,Greenwich Village,40.73121,-73.99497,Entire home/apt,6000,2021
12521735,Ridgewood,40.70143,-73.89937,Private room,60,2021
12522024,East Village,40.72769,-73.99068,Entire home/apt,199,2021
12524815,Crown Heights,40.67394,-73.91351,Entire home/apt,100,2021
12532453,Williamsburg,40.71409,-73.94812,Private room,73,2021
12542485,Midtown,40.75089,-73.98129,Entire home/apt,149,2021
12542544,Hell's Kitchen,40.76401,-73.99649,Entire home/apt,200,2021
12543988,Williamsburg,40.7099,-73.95006,Private room,1300,2021
12547481,Midtown,40.7654,-73.97978,Entire home/apt,150,2021
12549290,Financial District,40.70666,-74.00791,Private room,35,2021
12554945,Harlem,40.82382,-73.95351,Private room,53,2021
12558102,Bedford-Stuyvesant,40.6953,-73.93929,Entire home/apt,80,2021
12558745,Bushwick,40.69446,-73.92809,Private room,67,2021
12560110,Glendale,40.70207,-73.89433,Entire home/apt,41,2021
12560137,Harlem,40.82298,-73.94308,Entire home/apt,500,2021
12561615,Midtown,40.75532,-73.96475,Private room,98,2021
12561681,Upper East Side,40.76643,-73.96124,Entire home/apt,399,2021
12563738,Harlem,40.80475,-73.94929,Entire home/apt,550,2021
12566262,Hell's Kitchen,40.75784,-73.99461,Entire home/apt,200,2021
12567993,Bushwick,40.6991,-73.92348,Private room,50,2021
12568401,West Village,40.73913,-74.00169,Entire home/apt,210,2021
12568741,West Village,40.73552,-73.99948,Entire home/apt,249,2021
12582348,Astoria,40.7704,-73.91701,Private room,48,2021
12584072,Stapleton,40.62534,-74.07705,Entire home/apt,168,2021
12585126,West Village,40.73326,-74.00186,Entire home/apt,160,2021
12587017,Upper West Side,40.78256,-73.97863,Entire home/apt,225,2021
12587102,Williamsburg,40.71581,-73.96041,Private room,50,2021
12587698,Bushwick,40.68601,-73.91164,Private room,65,2021
12590077,South Slope,40.66727,-73.99119,Entire home/apt,283,2021
12590964,Clinton Hill,40.68336,-73.9675,Private room,68,2021
12591059,Prospect-Lefferts Gardens,40.65785,-73.96068,Entire home/apt,800,2021
12592427,Flushing,40.72838,-73.80162,Private room,99,2021
12593389,Upper West Side,40.79834,-73.96215,Entire home/apt,130,2021
12598128,Upper West Side,40.79879,-73.95972,Entire home/apt,180,2021
12598446,Upper West Side,40.79653,-73.96223,Entire home/apt,250,2021
12600198,Astoria,40.76412,-73.92894,Private room,52,2021
12601900,Crown Heights,40.67538,-73.94091,Entire home/apt,60,2021
12602212,Bedford-Stuyvesant,40.68495,-73.91754,Private room,60,2021
12606349,East Harlem,40.78965,-73.94329,Entire home/apt,148,2021
12610244,Harlem,40.80766,-73.95199,Private room,90,2021
12611122,Fort Greene,40.68832,-73.97509,Entire home/apt,150,2021
12619450,Kensington,40.63762,-73.97444,Entire home/apt,90,2021
12621050,Harlem,40.81251,-73.95412,Private room,40,2021
12624890,Harlem,40.81179,-73.94151,Shared room,44,2021
12626567,Bedford-Stuyvesant,40.69237,-73.92782,Private room,65,2021
12626663,Harlem,40.80977,-73.94449,Entire home/apt,125,2021
12628500,Jackson Heights,40.75126,-73.88117,Private room,50,2021
12630337,Chinatown,40.71557,-73.99006,Entire home/apt,110,2021
12642845,South Slope,40.66149,-73.98784,Entire home/apt,157,2021
12643171,Williamsburg,40.71409,-73.94899,Private room,75,2021
12644989,Upper West Side,40.7936,-73.96585,Entire home/apt,200,2021
12645495,East Elmhurst,40.76168,-73.86552,Entire home/apt,175,2021
12649685,Greenpoint,40.7295,-73.95745,Entire home/apt,195,2021
12650830,Bedford-Stuyvesant,40.69384,-73.94166,Private room,30,2021
12650991,Bedford-Stuyvesant,40.69746,-73.94899,Private room,45,2021
12652833,Greenwich Village,40.72994,-73.99455,Private room,100,2021
12652939,Bushwick,40.70068,-73.91985,Private room,65,2021
12652964,Bedford-Stuyvesant,40.68407,-73.95283,Private room,75,2021
12653025,Gowanus,40.66793,-73.993,Entire home/apt,94,2021
12653674,Harlem,40.8176,-73.94711,Entire home/apt,130,2021
12653871,Crown Heights,40.66366,-73.95603,Private room,300,2021
12656785,Williamsburg,40.71583,-73.95581,Private room,80,2021
12657039,Williamsburg,40.71224,-73.95838,Private room,45,2021
12657888,Upper West Side,40.80183,-73.96373,Private room,980,2021
12664893,Harlem,40.81147,-73.94077,Private room,78,2021
12665113,Gowanus,40.68286,-73.98856,Entire home/apt,380,2021
12666669,Upper East Side,40.78221,-73.95383,Private room,75,2021
12670883,Bedford-Stuyvesant,40.68957,-73.93515,Private room,115,2021
12674423,Prospect-Lefferts Gardens,40.65663,-73.95947,Private room,50,2021
12674934,Hell's Kitchen,40.76195,-73.9942,Private room,69,2021
12675052,Kips Bay,40.74,-73.98226,Entire home/apt,150,2021
12676400,Astoria,40.76508,-73.9204,Entire home/apt,215,2021
12679172,Harlem,40.81389,-73.95421,Entire home/apt,100,2021
12681206,Sunnyside,40.73991,-73.92709,Private room,59,2021
12681730,Chelsea,40.74311,-74.00195,Private room,139,2021
12684235,Inwood,40.86146,-73.92525,Private room,60,2021
12684394,Harlem,40.82507,-73.93889,Private room,121,2021
12684755,SoHo,40.72015,-73.99829,Private room,105,2021
12686241,Bedford-Stuyvesant,40.69462,-73.94693,Private room,150,2021
12687169,Park Slope,40.67687,-73.97848,Private room,50,2021
12693458,Williamsburg,40.71079,-73.94698,Private room,50,2021
12702291,Hell's Kitchen,40.76411,-73.99371,Entire home/apt,110,2021
12703851,Clinton Hill,40.68522,-73.96303,Entire home/apt,427,2021
12704039,Tompkinsville,40.6298,-74.08527,Private room,38,2021
12704159,Battery Park City,40.70818,-74.01549,Private room,107,2021
12705155,Gowanus,40.67176,-73.98973,Entire home/apt,125,2021
12705303,Upper East Side,40.77593,-73.94977,Entire home/apt,175,2021
